plugin,plugin_version,skill_name,source_repository,source_commit,license,adoption_status,verified_at,verification_evidence,notes
daloopa,1.0.3,dcf,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,earnings-flash,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,earnings-prep,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,earnings-review,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,guidance-tracker,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,ib-deck,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,industry,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,inflection,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,initiate,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,precedent-transactions,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,research-note,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,setup,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,supply-chain,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,tearsheet,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,unit-economics,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
daloopa,1.0.3,working-capital,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,bulk-qa-answers,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,document-quality-check,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,gap-analysis,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,irl-tracker,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,launch-readiness-orchestrator,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,risk-analysis-audit,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,smart-file-renaming,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
datasite,1.0.3,vdr-index-setup,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
deepnote,0.1.5,deepnote,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
deepnote,0.1.5,deepnote-data-execution,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
deepnote,0.1.5,deepnote-links,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
deepnote,0.1.5,deepnote-notebook-editing,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
deepnote,0.1.5,deepnote-notebooks,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
dnb-finance-analytics,1.0.2,fa-jobs-to-be-done,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,building-native-ui,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,codex-expo-run-actions,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-api-routes,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-cicd-workflows,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-deployment,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-dev-client,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-module,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-tailwind-setup,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-ui-jetpack-compose,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,expo-ui-swift-ui,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,native-data-fetching,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,upgrading-expo,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
expo,1.0.2,use-dom,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,game-playtest,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,game-studio,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,game-ui-frontend,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,phaser-2d-game,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,react-three-fiber-game,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,sprite-pipeline,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,three-webgl-game,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,web-3d-asset-pipeline,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
game-studio,0.1.2,web-game-foundations,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
github,0.1.8-2841cf9749ae,gh-address-comments,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache manifest and discovered skill,本文は正本へ複製せず導入済pluginから利用
github,0.1.8-2841cf9749ae,gh-fix-ci,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache manifest and discovered skill,本文は正本へ複製せず導入済pluginから利用
github,0.1.8-2841cf9749ae,github,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache manifest and discovered skill,利用時はread-onlyを既定にし外部writeは別承認gate
github,0.1.8-2841cf9749ae,yeet,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache manifest and discovered skill,本文は複製せずpush/PRは明示依頼時だけ利用
gmail,0.1.5,gmail,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
gmail,0.1.5,gmail-inbox-triage,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-calendar,1.2.4,google-calendar,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-calendar,1.2.4,google-calendar-daily-brief,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-calendar,1.2.4,google-calendar-free-up-time,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-calendar,1.2.4,google-calendar-group-scheduler,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-calendar,1.2.4,google-calendar-meeting-prep,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-drive,0.1.8,google-docs,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-drive,0.1.8,google-drive,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-drive,0.1.8,google-drive-comments,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-drive,0.1.8,google-sheets,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
google-drive,0.1.8,google-slides,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,installed_plugin,2026-07-17,Codex plugin cache discovery plus pinned upstream manifest and license,本文を複製せず導入済みpluginから利用
heygen,2.2.4,heygen-avatar,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
heygen,2.2.4,heygen-video,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hubspot,2.0.3,hubspot,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hubspot,2.0.3,hubspot-crm-data-hygiene,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hubspot,2.0.3,hubspot-customer-prep,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hubspot,2.0.3,hubspot-pipeline-health,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,hf-cli,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-community-evals,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-datasets,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-gradio,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-jobs,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-llm-trainer,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-paper-publisher,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-papers,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-trackio,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,huggingface-vision-trainer,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hugging-face,1.0.3,transformers-js,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hyperframes,0.1.2,gsap,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hyperframes,0.1.2,hyperframes,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hyperframes,0.1.2,hyperframes-cli,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hyperframes,0.1.2,hyperframes-registry,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
hyperframes,0.1.2,website-to-hyperframes,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,Apache-2.0,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
linear,0.0.3,linear,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
midpage,1.0.3,cite-check,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
midpage,1.0.3,draft-brief,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
midpage,1.0.3,draft-long-form-memo,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
midpage,1.0.3,litigation-update-post,https://github.com/openai/plugins,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9,MIT,evaluated_not_adopted,2026-07-17,Plugin-bundle review plus pinned manifest/license; no current profile or connected-app need,現行profileへ一律導入せず、具体需要が出た場合だけplugin単位で再評価
