id,priority,repository,plugin,skill_name,source_path,recommendation,user_fit,fit_score,license,license_category,plugin_state,active_overlap_type,active_overlap_skill,upstream_duplicate_count,line_count,frontmatter_valid,name_matches_folder,has_trigger_boundary,has_non_trigger_boundary,missing_resource_count,claude_specific,codex_specific,subagent_assumption,external_mutation,destructive_command,explicit_user_boundary,dry_run_boundary,secret_reference,secret_boundary,verification_boundary,completion_boundary,task_state_boundary,unix_only_assumption,issue_count,issue_codes,issue_summary_ja,proposal_ja,description,source_url,repository_commit
ecc-everything-claude-code--skills-iterative-retrieval-SKILL-md,P1,ecc-everything-claude-code,,iterative-retrieval,skills/iterative-retrieval/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,iterative-retrieval,1,213,true,true,false,false,0,false,false,true,false,false,false,false,false,false,true,false,false,false,7,subagent_without_user_gate | active_overlap | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing | openai_metadata_missing,P1 subagent自動起動 / P2 active重複 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「iterative-retrieval」を残し、この上流版はdiff材料として扱う。 / subagentやparallel agentを既定起動せず、ユーザーまたはPJ方針が明示した場合だけ使うgateを追加する。 / 新規追加せず、active「iterative-retrieval」との差分を取り、有益な規則だけを正本側へ統合する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,Pattern for progressively refining context retrieval to solve the subagent context problem,https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/iterative-retrieval/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-laravel-patterns-SKILL-md,P1,ecc-everything-claude-code,,laravel-patterns,skills/laravel-patterns/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,laravel-patterns,1,417,true,true,false,false,0,false,false,false,false,false,false,false,true,false,true,false,false,false,5,secret_boundary_missing | active_overlap | non_trigger_boundary_missing | trigger_boundary_missing | openai_metadata_missing,P1 secret境界不足 / P2 active重複 / P2 対象外不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「laravel-patterns」を残し、この上流版はdiff材料として扱う。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 新規追加せず、active「laravel-patterns」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Laravel architecture patterns, routing/controllers, Eloquent ORM, service layers, queues, events, caching, and API resources for production apps.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/laravel-patterns/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-mcp-server-patterns-SKILL-md,P1,ecc-everything-claude-code,,mcp-server-patterns,skills/mcp-server-patterns/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,mcp-server-patterns,1,71,true,true,false,false,0,false,false,false,false,false,false,true,false,false,true,false,false,true,5,unix_only | active_overlap | non_trigger_boundary_missing | trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「mcp-server-patterns」を残し、この上流版はdiff材料として扱う。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「mcp-server-patterns」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Build MCP servers with Node/TypeScript SDK — tools, resources, prompts, Zod validation, stdio vs Streamable HTTP. Use Context7 or official MCP docs for latest API.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/mcp-server-patterns/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-nextjs-turbopack-SKILL-md,P1,ecc-everything-claude-code,,nextjs-turbopack,skills/nextjs-turbopack/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,nextjs-turbopack,1,59,true,true,false,false,0,false,false,false,false,false,false,false,false,false,true,false,false,true,5,unix_only | active_overlap | non_trigger_boundary_missing | trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「nextjs-turbopack」を残し、この上流版はdiff材料として扱う。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「nextjs-turbopack」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Next.js 16+ and Turbopack — incremental bundling, FS caching, dev speed, and when to use Turbopack vs webpack.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/nextjs-turbopack/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-opensource-pipeline-SKILL-md,P1,ecc-everything-claude-code,,opensource-pipeline,skills/opensource-pipeline/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,opensource-pipeline,1,257,true,true,false,false,0,false,false,true,true,false,true,false,true,false,true,true,false,true,8,missing_dry_run | secret_boundary_missing | unix_only | active_overlap | non_trigger_boundary_missing | task_state_missing | trigger_boundary_missing | openai_metadata_missing,P1 dry-run不足 / P1 secret境界不足 / P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P2 PJ状態復元不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「opensource-pipeline」を残し、この上流版はdiff材料として扱う。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「opensource-pipeline」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Open-source pipeline: fork, sanitize, and package private projects for safe public release. Chains 3 agents (forker, sanitizer, packager). Triggers: '/opensource', 'open source this', 'make this public', 'prepare for open source'.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/opensource-pipeline/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-react-native-patterns-SKILL-md,P1,ecc-everything-claude-code,,react-native-patterns,skills/react-native-patterns/SKILL.md,candidate_for_adaptation,high,98,MIT,permissive,not_applicable,none,,1,327,true,true,true,true,0,false,false,false,false,false,false,false,true,false,true,false,false,false,2,secret_boundary_missing | openai_metadata_missing,P1 secret境界不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"React Native and Expo app patterns — Expo Router navigation, state separation (server/client/route/form), TanStack Query data fetching with Zod, performant lists, NativeWind/StyleSheet styling, native APIs, and secure storage. Use when building or editing React Native / Expo screens, components, navigation, or data layers.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/react-native-patterns/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-react-testing-SKILL-md,P1,ecc-everything-claude-code,,react-testing,skills/react-testing/SKILL.md,candidate_for_adaptation,high,98,MIT,permissive,not_applicable,none,,1,425,true,true,true,false,0,false,false,false,false,false,false,true,false,false,true,false,false,true,3,unix_only | non_trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 対象外不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"React component testing with React Testing Library, Vitest/Jest, MSW for network mocking, accessibility assertions with axe, and the decision boundary between component tests and Playwright/Cypress end-to-end runs. Use when writing or fixing tests for React components, hooks, or pages.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/react-testing/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-recsys-pipeline-architect-SKILL-md,P1,ecc-everything-claude-code,,recsys-pipeline-architect,skills/recsys-pipeline-architect/SKILL.md,candidate_for_adaptation,high,98,MIT,permissive,not_applicable,none,,1,116,true,true,true,false,0,false,false,false,false,false,false,false,false,false,true,false,false,true,5,unix_only | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing | openai_metadata_missing,P1 Windows経路不足 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Design composable recommendation, ranking, and feed pipelines using the six-stage Source→Hydrator→Filter→Scorer→Selector→SideEffect framework popularized by xAI's open-sourced For You algorithm. Use this skill whenever the user is building any system that picks ""the top K items for a (user, context)"" — social feeds, content CMSs, RAG rerankers, task prioritizers, notification triage, search reranking, ad ranking.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/recsys-pipeline-architect/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-videodb-SKILL-md,P1,ecc-everything-claude-code,,videodb,skills/videodb/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,videodb,1,376,true,true,false,true,0,false,false,false,false,false,false,false,true,true,true,false,false,true,4,unix_only | active_overlap | trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 active重複 / P2 起動条件不足 / P3 Codex UI metadata不足,active「videodb」を残し、この上流版はdiff材料として扱う。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「videodb」との差分を取り、有益な規則だけを正本側へ統合する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"See, Understand, Act on video and audio. See- ingest from local files, URLs, RTSP/live feeds, or live record desktop; return realtime context and playable stream links. Understand- extract frames, build visual/semantic/temporal indexes, and search moments with timestamps and auto-clips. Act- transcode and normalize (codec, fps, resolution, aspect ratio), perform timeline edits (subtitles, text/image overlays, branding, audio overlays, dubbing, translation), generate media assets (image, audio, video), and create real time alerts for events from live streams or desktop capture.",https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/videodb/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
ecc-everything-claude-code--skills-visa-doc-translate-SKILL-md,P1,ecc-everything-claude-code,,visa-doc-translate,skills/visa-doc-translate/SKILL.md,merge_compare_with_active,high,98,MIT,permissive,not_applicable,exact,visa-doc-translate,1,118,true,true,false,false,0,false,false,false,false,false,false,false,false,false,true,false,false,true,5,unix_only | active_overlap | non_trigger_boundary_missing | trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 active重複 / P2 対象外不足 / P2 起動条件不足 / P3 Codex UI metadata不足,active「visa-doc-translate」を残し、この上流版はdiff材料として扱う。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 新規追加せず、active「visa-doc-translate」との差分を取り、有益な規則だけを正本側へ統合する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / descriptionへ具体的な利用場面とtriggerを追加し、広すぎる自動発火を防ぐ。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,Translate visa application documents (images) to English and create a bilingual PDF with original and translation,https://github.com/affaan-m/everything-claude-code/blob/ed387446052dfbc6b52de149406b70efa65edc59/skills/visa-doc-translate/SKILL.md,ed387446052dfbc6b52de149406b70efa65edc59
obra-superpowers--skills-dispatching-parallel-agents-SKILL-md,P1,obra-superpowers,,dispatching-parallel-agents,skills/dispatching-parallel-agents/SKILL.md,compare_duplicate_sources,high,98,MIT,permissive,not_applicable,none,,2,186,true,true,true,true,0,false,false,true,false,false,false,false,false,false,true,true,false,false,4,subagent_without_user_gate | cross_upstream_duplicate | task_state_missing | openai_metadata_missing,P1 subagent自動起動 / P2 上流間重複 / P2 PJ状態復元不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / subagentやparallel agentを既定起動せず、ユーザーまたはPJ方針が明示した場合だけ使うgateを追加する。 / 同名skillがobra-superpowers / openai-pluginsにある。原著・現行Codex packaging・commit差分を比較して正本を1つに決める。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies,https://github.com/obra/superpowers/blob/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/dispatching-parallel-agents/SKILL.md,d884ae04edebef577e82ff7c4e143debd0bbec99
obra-superpowers--skills-subagent-driven-development-SKILL-md,P1,obra-superpowers,,subagent-driven-development,skills/subagent-driven-development/SKILL.md,compare_duplicate_sources,high,98,MIT,permissive,not_applicable,none,,2,419,true,true,true,false,0,false,false,true,false,true,true,false,false,false,true,true,true,true,4,unix_only | cross_upstream_duplicate | non_trigger_boundary_missing | openai_metadata_missing,P1 Windows経路不足 / P2 上流間重複 / P2 対象外不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 同名skillがobra-superpowers / openai-pluginsにある。原著・現行Codex packaging・commit差分を比較して正本を1つに決める。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,Use when executing implementation plans with independent tasks in the current session,https://github.com/obra/superpowers/blob/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/subagent-driven-development/SKILL.md,d884ae04edebef577e82ff7c4e143debd0bbec99
obra-superpowers--skills-using-git-worktrees-SKILL-md,P1,obra-superpowers,,using-git-worktrees,skills/using-git-worktrees/SKILL.md,compare_duplicate_sources,high,98,MIT,permissive,not_applicable,none,,2,203,true,true,true,false,0,false,false,false,false,false,true,false,false,false,true,true,false,true,5,unix_only | cross_upstream_duplicate | non_trigger_boundary_missing | task_state_missing | openai_metadata_missing,P1 Windows経路不足 / P2 上流間重複 / P2 対象外不足 / P2 PJ状態復元不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 同名skillがobra-superpowers / openai-pluginsにある。原著・現行Codex packaging・commit差分を比較して正本を1つに決める。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback,https://github.com/obra/superpowers/blob/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/using-git-worktrees/SKILL.md,d884ae04edebef577e82ff7c4e143debd0bbec99
obra-superpowers--skills-using-superpowers-SKILL-md,P1,obra-superpowers,,using-superpowers,skills/using-superpowers/SKILL.md,compare_duplicate_sources,high,98,MIT,permissive,not_applicable,none,,2,63,true,true,true,false,0,false,true,true,false,false,false,false,false,false,true,false,true,false,4,subagent_without_user_gate | cross_upstream_duplicate | non_trigger_boundary_missing | openai_metadata_missing,P1 subagent自動起動 / P2 上流間重複 / P2 対象外不足 / P3 Codex UI metadata不足,permissive licenseを確認済みの候補として、Codex・Windows・承認・証拠契約を適用した私用版を別名または明確な正本で作る。 / subagentやparallel agentを既定起動せず、ユーザーまたはPJ方針が明示した場合だけ使うgateを追加する。 / 同名skillがobra-superpowers / openai-pluginsにある。原著・現行Codex packaging・commit差分を比較して正本を1つに決める。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / active採用する場合だけagents/openai.yamlを追加し、default promptとskill名の一致を検証する。,"Use when starting any conversation - establishes how to find and use skills, requiring skill invocation before ANY response including clarifying questions",https://github.com/obra/superpowers/blob/d884ae04edebef577e82ff7c4e143debd0bbec99/skills/using-superpowers/SKILL.md,d884ae04edebef577e82ff7c4e143debd0bbec99
openai-plugins--plugins-airtable-skills-airtable-cli-SKILL-md,P1,openai-plugins,airtable,airtable-cli,plugins/airtable/skills/airtable-cli/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,149,true,true,true,false,0,false,false,false,false,false,true,true,true,true,true,true,false,true,3,unix_only | non_trigger_boundary_missing | task_state_missing,P1 Windows経路不足 / P2 対象外不足 / P2 PJ状態復元不足,skill単体ではなくplugin「airtable」のmanifest・MCP/app・license・認証境界を一体で評価する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Lists bases, reads and writes records, manages tables and fields, filters and searches data in Airtable via the `airtable-mcp` CLI. Use when the task involves Airtable data or the user mentions airtable-mcp, bases, tables, records, or fields.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/airtable/skills/airtable-cli/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-base44-skills-base44-troubleshooter-SKILL-md,P1,openai-plugins,base44,base44-troubleshooter,plugins/base44/skills/base44-troubleshooter/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,61,true,true,true,false,0,false,false,false,false,false,false,false,false,false,true,false,false,true,2,unix_only | non_trigger_boundary_missing,P1 Windows経路不足 / P2 対象外不足,skill単体ではなくplugin「base44」のmanifest・MCP/app・license・認証境界を一体で評価する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Troubleshoot production issues using backend function logs. Use when investigating app errors, debugging function calls, or diagnosing production problems in Base44 apps.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/base44/skills/base44-troubleshooter/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-boltz-api-cli-skills-boltz-cli-setup-SKILL-md,P1,openai-plugins,boltz-api-cli,boltz-cli-setup,plugins/boltz-api-cli/skills/boltz-cli-setup/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,91,true,true,true,false,0,false,false,false,true,false,true,false,true,false,true,false,true,false,3,missing_dry_run | secret_boundary_missing | non_trigger_boundary_missing,P1 dry-run不足 / P1 secret境界不足 / P2 対象外不足,skill単体ではなくplugin「boltz-api-cli」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Boltz CLI setup and auth. Use when installing, updating, verifying, or authenticating `boltz-api`, or fixing missing CLI, PATH, sandbox, browser login, or auth errors.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/boltz-api-cli/skills/boltz-cli-setup/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-box-skills-box-SKILL-md,P1,openai-plugins,box,box-content-api,plugins/box/skills/box/SKILL.md,evaluate_plugin_if_needed,high,98,MIT,permissive,available_not_installed,none,,1,107,true,false,true,true,0,false,true,false,false,false,true,true,true,false,true,false,false,true,5,name_folder_mismatch | secret_boundary_missing | unix_only | completion_boundary_missing | task_state_missing,P1 name不一致 / P1 secret境界不足 / P1 Windows経路不足 / P2 停止条件不足 / P2 PJ状態復元不足,plugin「box」は利用可能だが未導入。必要性が生じた時だけplugin単位で評価し、skill単体をコピーしない。 / frontmatter name「box-content-api」とfolder「box」の不一致を解消し、Codex discovery時の識別を一意にする。 / token・Cookie・credentialを本文やrepoへ書かず、環境変数またはsecret storeから注入し、ログではmaskする規則を追加する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Build and troubleshoot Box integrations for uploads, folders, folder listings, downloads and previews, shared links, collaborations, search, metadata, event-driven automations, and Box AI retrieval flows. Use when Codex needs to add Box APIs or SDKs to an app, wire Box-backed document workflows, organize or share content, react to new files, or fetch Box content for search, summarization, extraction, or question-answering.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/box/skills/box/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-build-ios-apps-skills-ios-memgraph-leaks-SKILL-md,P1,openai-plugins,build-ios-apps,ios-memgraph-leaks,plugins/build-ios-apps/skills/ios-memgraph-leaks/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,77,true,true,true,false,0,false,true,false,false,false,false,false,false,false,true,false,false,true,2,unix_only | non_trigger_boundary_missing,P1 Windows経路不足 / P2 対象外不足,skill単体ではなくplugin「build-ios-apps」のmanifest・MCP/app・license・認証境界を一体で評価する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Capture and inspect iOS leaks and memgraphs. Use when debugging leaked objects, retain cycles, memory growth, or before/after leak evidence.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/build-ios-apps/skills/ios-memgraph-leaks/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-build-ios-apps-skills-ios-simulator-browser-SKILL-md,P1,openai-plugins,build-ios-apps,ios-simulator-browser,plugins/build-ios-apps/skills/ios-simulator-browser/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,53,true,true,true,false,0,false,true,false,false,false,false,false,false,false,true,true,false,true,2,unix_only | non_trigger_boundary_missing,P1 Windows経路不足 / P2 対象外不足,skill単体ではなくplugin「build-ios-apps」のmanifest・MCP/app・license・認証境界を一体で評価する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Mirror an iOS Simulator into the Codex in-app browser and render SwiftUI previews from importable Swift packages in that simulator with hot reload. Use when a user wants to watch or interact with an iOS app in the browser, see a SwiftUI preview outside Xcode Canvas, iterate live on a preview, or capture browser-visible simulator proof.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/build-ios-apps/skills/ios-simulator-browser/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-build-ios-apps-skills-swiftui-performance-audit-SKILL-md,P1,openai-plugins,build-ios-apps,swiftui-performance-audit,plugins/build-ios-apps/skills/swiftui-performance-audit/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,108,true,true,true,false,0,false,false,false,true,false,true,false,false,false,true,false,false,false,2,missing_dry_run | non_trigger_boundary_missing,P1 dry-run不足 / P2 対象外不足,skill単体ではなくplugin「build-ios-apps」のmanifest・MCP/app・license・認証境界を一体で評価する。 / 外部変更経路へdry-runまたはfake境界を追加し、実token・live API・deployを別gateに分ける。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。,"Audit SwiftUI runtime performance from code first. Use when diagnosing slow rendering, janky scrolling, expensive updates, or profiling needs.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/build-ios-apps/skills/swiftui-performance-audit/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
openai-plugins--plugins-build-macos-apps-skills-build-run-debug-SKILL-md,P1,openai-plugins,build-macos-apps,build-run-debug,plugins/build-macos-apps/skills/build-run-debug/SKILL.md,evaluate_as_plugin_bundle,high,98,MIT,permissive,not_installed_or_external,none,,1,130,true,true,true,false,0,false,true,false,false,false,false,false,false,false,true,false,false,true,4,unix_only | completion_boundary_missing | non_trigger_boundary_missing | task_state_missing,P1 Windows経路不足 / P2 停止条件不足 / P2 対象外不足 / P2 PJ状態復元不足,skill単体ではなくplugin「build-macos-apps」のmanifest・MCP/app・license・認証境界を一体で評価する。 / Windows + PowerShellの同等手順、LiteralPath、drive-letter、同一shell内での安全確認を追加する。 / 開始条件・停止条件・handoff・完了判定を明文化し、会話要約だけで再開しない。 / 似たskillとの境界が分かる非trigger・対象外・引継ぎ先を追加する。 / 長期作業ではAGENTS.md/PROJECT.mdとdocs/impの現行taskを実体から読み、進行中と完了証拠を分離する規則を追加する。,"Build, run, and debug macOS apps with shell-first Xcode and Swift workflows. Use when launching apps or diagnosing build, startup, or runtime failures.",https://github.com/openai/plugins/blob/11c74d6ba24d3a6d48f54a194cd00ef3beea18f9/plugins/build-macos-apps/skills/build-run-debug/SKILL.md,11c74d6ba24d3a6d48f54a194cd00ef3beea18f9
